openalex_id,doi,title,year,date,type,authors,venue,landing_page,pdf_url,open_access,cited_by_count,discovery_queries,abstract
https://openalex.org/W4319793302,https://doi.org/10.48550/arxiv.2302.04023,"A Multitask, Multilingual, Multimodal Evaluation of ChatGPT on Reasoning, Hallucination, and Interactivity",2023,2023-02-08,preprint,Yejin Bang; Samuel Cahyawijaya; Nayeon Lee; Wenliang Dai; Dan Su; Bryan Wilie; Holy Lovenia; Ziwei Ji; Tiezheng Yu; Willy Chung; Quyet V. Do; Yan Xu,arXiv (Cornell University),http://arxiv.org/abs/2302.04023,https://arxiv.org/pdf/2302.04023,True,358,agent-retrieval;memory-evaluation,"This paper proposes a framework for quantitatively evaluating interactive LLMs such as ChatGPT using publicly available data sets. We carry out an extensive technical evaluation of ChatGPT using 23 data sets covering 8 different common NLP application tasks. We evaluate the multitask, multilingual and multi-modal aspects of ChatGPT based on these data sets and a newly designed multimodal dataset. We find that ChatGPT outperforms LLMs with zero-shot learning on most tasks and even outperforms fine-tuned models on some tasks. We find that it is better at understanding non-Latin script languages than generating them. It is able to generate multimodal content from textual prompts, via an intermediate code generation step. Moreover, we find that ChatGPT is 63.41% accurate on average in 10 different reasoning categories under logical reasoning, non-textual reasoning, and commonsense reasoning, hence making it an unreliable reasoner. It is, for example, better at deductive than inductive reasoning. ChatGPT suffers from hallucination problems like other LLMs and it generates more extrinsic hallucinations from its parametric memory as it does not have access to an external knowledge base. Finally, the interactive feature of ChatGPT enables human collaboration with the underlying LLM to improve its performance, i.e, 8% ROUGE-1 on summarization and 2% ChrF++ on machine translation, in a multi-turn ""prompt engineering"" fashion. We also release codebase for evaluation set extraction."
https://openalex.org/W4385469325,https://doi.org/10.1109/ojcs.2023.3300321,"A Survey on ChatGPT: AI–Generated Contents, Challenges, and Solutions",2023,2023-01-01,article,Yuntao Wang; Yanghe Pan; Miao Yan; Zhou Su; Tom H. Luan,IEEE Open Journal of the Computer Society,https://doi.org/10.1109/ojcs.2023.3300321,https://ieeexplore.ieee.org/ielx7/8782664/9024218/10221755.pdf,True,345,memory-safety,"With the widespread use of large artificial intelligence (AI) models such as ChatGPT, AI-generated content (AIGC) has garnered increasing attention and is leading a paradigm shift in content creation and knowledge representation. AIGC uses generative large AI algorithms to assist or replace humans in creating massive, high-quality, and human-like content at a faster pace and lower cost, based on user-provided prompts. Despite the recent significant progress in AIGC, security, privacy, ethical, and legal challenges still need to be addressed. This paper presents an in-depth survey of working principles, security and privacy threats, state-of-the-art solutions, and future challenges of the AIGC paradigm. Specifically, we first explore the enabling technologies, general architecture of AIGC, and discuss its working modes and key characteristics. Then, we investigate the taxonomy of security and privacy threats to AIGC and highlight the ethical and societal implications of GPT and AIGC technologies. Furthermore, we review the state-of-the-art AIGC watermarking approaches for regulatable AIGC paradigms regarding the AIGC model and its produced content. Finally, we identify future challenges and open research directions related to AIGC."
https://openalex.org/W4362638468,https://doi.org/10.1016/j.neuron.2023.03.005,Sleep—A brain-state serving systems memory consolidation,2023,2023-04-01,article,Svenja Brodt; Marion Inostroza; Niels Niethard; Jan Born,Neuron,https://doi.org/10.1016/j.neuron.2023.03.005,http://www.cell.com/article/S0896627323002015/pdf,True,344,comparative-episodic;human-consolidation;human-semantic-memory,
https://openalex.org/W4375859102,https://doi.org/10.1038/s41590-023-01510-4,CD4+ T cell memory,2023,2023-05-08,article,Marco Künzli; David Masopust,Nature Immunology,https://doi.org/10.1038/s41590-023-01510-4,https://www.nature.com/articles/s41590-023-01510-4.pdf,True,339,cellular-transcriptional,
https://openalex.org/W4327672398,https://doi.org/10.5281/zenodo.7636568,Speculative futures on ChatGPT and generative artificial intelligence (AI): A collective reflection from the educational landscape,2023,2023-02-13,article,Aras Bozkurt; J. Xiao; Steven Imanuel Lambert; A. Pazurek; H. Crompton; S. Koseoglu; Robert Farrow; Melissa Bond; Chrissi Nerantzi; Selina Honeychurch; Maha Bali; Jon Dron,Dublin City University Open Access Institutional Repository (Dublin City University),https://doras.dcu.ie/28544/1/Speculative%20Futures%20on%20ChatGPT%202023.pdf,https://doras.dcu.ie/28544/1/Speculative%20Futures%20on%20ChatGPT%202023.pdf,True,333,agent-learning;agent-local-memory,"While ChatGPT has recently become very popular, AI has a long history and philosophy. This paper intends to explore the promises and pitfalls of the Generative Pre-trained Transformer (GPT) AI and potentially future technologies by adopting a speculative methodology. Speculative future narratives with a specific focus on educational contexts are provided in an attempt to identify emerging themes and discuss their implications for education in the 21st century. Affordances of (using) AI in Education (AIEd) and possible adverse effects are identified and discussed which emerge from the narratives. It is argued that now is the best of times to define human vs AI contribution to education because AI can accomplish more and more educational activities that used to be the prerogative of human educators. Therefore, it is imperative to rethink the respective roles of technology and human educators in education with a future-oriented mindset."
https://openalex.org/W4382132796,https://doi.org/10.1016/j.heliyon.2023.e17575,AI in drug discovery and its clinical relevance,2023,2023-06-26,article,Rizwan Qureshi; Muhammad Irfan; Taimoor Muzaffar Gondal; Sheheryar Khan; Jia Wu; Muhammad Usman Hadi; John V. Heymach; Xiuning Le; Hong Yan; Tanvir Alam,Heliyon,https://doi.org/10.1016/j.heliyon.2023.e17575,http://www.cell.com/article/S2405844023047837/pdf,True,291,agent-local-memory,"The COVID-19 pandemic has emphasized the need for novel drug discovery process. However, the journey from conceptualizing a drug to its eventual implementation in clinical settings is a long, complex, and expensive process, with many potential points of failure. Over the past decade, a vast growth in medical information has coincided with advances in computational hardware (cloud computing, GPUs, and TPUs) and the rise of deep learning. Medical data generated from large molecular screening profiles, personal health or pathology records, and public health organizations could benefit from analysis by Artificial Intelligence (AI) approaches to speed up and prevent failures in the drug discovery pipeline. We present applications of AI at various stages of drug discovery pipelines, including the inherently computational approaches of de novo design and prediction of a drug's likely properties. Open-source databases and AI-based software tools that facilitate drug design are discussed along with their associated problems of molecule representation, data collection, complexity, labeling, and disparities among labels. How contemporary AI methods, such as graph neural networks, reinforcement learning, and generated models, along with structure-based methods, (i.e., molecular dynamics simulations and molecular docking) can contribute to drug discovery applications and analysis of drug responses is also explored. Finally, recent developments and investments in AI-based start-up companies for biotechnology, drug design and their current progress, hopes and promotions are discussed in this article."
https://openalex.org/W4385977967,https://doi.org/10.1016/j.cell.2023.07.019,Epigenetic memory of coronavirus infection in innate immune cells and their progenitors,2023,2023-08-01,article,Jin‐Gyu Cheong; Arjun Ravishankar; Siddhartha Sharma; Christopher N. Parkhurst; Simon Grassmann; Claire Wingert; Paôline Laurent; Sai Ma; Lucinda Paddock; Isabella C. Miranda; Emin Onur Karakaslar; Djamel Nehar-Belaid,Cell,https://doi.org/10.1016/j.cell.2023.07.019,,True,287,immune-memory;trained-immunity,
https://openalex.org/W4353112996,https://doi.org/10.48550/arxiv.2303.11366,Reflexion: Language Agents with Verbal Reinforcement Learning,2023,2023-03-20,preprint,"Noah Shinn; Cassano, Federico; Berman, Edward; Gopinath, Ashwin; Narasimhan, Karthik; Yao, Shunyu",arXiv (Cornell University),http://arxiv.org/abs/2303.11366,https://arxiv.org/pdf/2303.11366,True,280,agent-episodic;agent-local-memory;memory-evaluation,"Large language models (LLMs) have been increasingly used to interact with external environments (e.g., games, compilers, APIs) as goal-driven agents. However, it remains challenging for these language agents to quickly and efficiently learn from trial-and-error as traditional reinforcement learning methods require extensive training samples and expensive model fine-tuning. We propose Reflexion, a novel framework to reinforce language agents not by updating weights, but instead through linguistic feedback. Concretely, Reflexion agents verbally reflect on task feedback signals, then maintain their own reflective text in an episodic memory buffer to induce better decision-making in subsequent trials. Reflexion is flexible enough to incorporate various types (scalar values or free-form language) and sources (external or internally simulated) of feedback signals, and obtains significant improvements over a baseline agent across diverse tasks (sequential decision-making, coding, language reasoning). For example, Reflexion achieves a 91% pass@1 accuracy on the HumanEval coding benchmark, surpassing the previous state-of-the-art GPT-4 that achieves 80%. We also conduct ablation and analysis studies using different feedback signals, feedback incorporation methods, and agent types, and provide insights into how they affect performance."
https://openalex.org/W4386794445,https://doi.org/10.48550/arxiv.2309.07864,The Rise and Potential of Large Language Model Based Agents: A Survey,2023,2023-09-14,preprint,Zhiheng Xi; Wen-Xiang Chen; Xin Guo; Wei He; Yiwen Ding; Boyang Hong; Ming Zhang; Junzhe Wang; Senjie Jin; Enyu Zhou; Rui Zheng; Xiaoran Fan,arXiv (Cornell University),http://arxiv.org/abs/2309.07864,https://arxiv.org/pdf/2309.07864,True,256,agent-learning;agent-local-memory;agent-memory-survey;memory-evaluation,"For a long time, humanity has pursued artificial intelligence (AI) equivalent to or surpassing the human level, with AI agents considered a promising vehicle for this pursuit. AI agents are artificial entities that sense their environment, make decisions, and take actions. Many efforts have been made to develop intelligent agents, but they mainly focus on advancement in algorithms or training strategies to enhance specific capabilities or performance on particular tasks. Actually, what the community lacks is a general and powerful model to serve as a starting point for designing AI agents that can adapt to diverse scenarios. Due to the versatile capabilities they demonstrate, large language models (LLMs) are regarded as potential sparks for Artificial General Intelligence (AGI), offering hope for building general AI agents. Many researchers have leveraged LLMs as the foundation to build AI agents and have achieved significant progress. In this paper, we perform a comprehensive survey on LLM-based agents. We start by tracing the concept of agents from its philosophical origins to its development in AI, and explain why LLMs are suitable foundations for agents. Building upon this, we present a general framework for LLM-based agents, comprising three main components: brain, perception, and action, and the framework can be tailored for different applications. Subsequently, we explore the extensive applications of LLM-based agents in three aspects: single-agent scenarios, multi-agent scenarios, and human-agent cooperation. Following this, we delve into agent societies, exploring the behavior and personality of LLM-based agents, the social phenomena that emerge from an agent society, and the insights they offer for human society. Finally, we discuss several key topics and open problems within the field. A repository for the related papers at https://github.com/WooooDyy/LLM-Agent-Paper-List."
https://openalex.org/W4388994228,https://doi.org/10.1145/3604237.3626869,Large Language Models in Finance: A Survey,2023,2023-11-25,conference-paper,Yinheng Li; Shaofei Wang; Han Ding; Hang Chen,,https://doi.org/10.1145/3604237.3626869,https://dl.acm.org/doi/pdf/10.1145/3604237.3626869,True,254,agent-memory-survey,"Recent advances in large language models (LLMs) have opened new possibilities for artificial intelligence applications in finance. In this paper, we provide a practical survey focused on two key aspects of utilizing LLMs for financial tasks: existing solutions and guidance for adoption."
https://openalex.org/W4387809804,https://doi.org/10.3390/healthcare11202776,Leveraging Generative AI and Large Language Models: A Comprehensive Roadmap for Healthcare Integration,2023,2023-10-20,article,Ping Yu; Hua Xu; Xia Hu; Chao Deng,Healthcare,https://doi.org/10.3390/healthcare11202776,https://www.mdpi.com/2227-9032/11/20/2776/pdf?version=1697783532,True,253,agent-local-memory,"Generative artificial intelligence (AI) and large language models (LLMs), exemplified by ChatGPT, are promising for revolutionizing data and information management in healthcare and medicine. However, there is scant literature guiding their integration for non-AI professionals. This study conducts a scoping literature review to address the critical need for guidance on integrating generative AI and LLMs into healthcare and medical practices. It elucidates the distinct mechanisms underpinning these technologies, such as Reinforcement Learning from Human Feedback (RLFH), including few-shot learning and chain-of-thought reasoning, which differentiates them from traditional, rule-based AI systems. It requires an inclusive, collaborative co-design process that engages all pertinent stakeholders, including clinicians and consumers, to achieve these benefits. Although global research is examining both opportunities and challenges, including ethical and legal dimensions, LLMs offer promising advancements in healthcare by enhancing data management, information retrieval, and decision-making processes. Continued innovation in data acquisition, model fine-tuning, prompt strategy development, evaluation, and system implementation is imperative for realizing the full potential of these technologies. Organizations should proactively engage with these technologies to improve healthcare quality, safety, and efficiency, adhering to ethical and legal guidelines for responsible application."
https://openalex.org/W4386820332,https://doi.org/10.1146/annurev-psych-022423-032425,Metacognition and Confidence: A Review and Synthesis,2023,2023-09-18,article,Stephen M. Fleming,Annual Review of Psychology,https://doi.org/10.1146/annurev-psych-022423-032425,https://www.annualreviews.org/doi/pdf/10.1146/annurev-psych-022423-032425,True,244,human-metamemory,"Determining the psychological, computational, and neural bases of confidence and uncertainty holds promise for understanding foundational aspects of human metacognition. While a neuroscience of confidence has focused on the mechanisms underpinning subpersonal phenomena such as representations of uncertainty in the visual or motor system, metacognition research has been concerned with personal-level beliefs and knowledge about self-performance. I provide a road map for bridging this divide by focusing on a particular class of confidence computation: propositional confidence in one's own (hypothetical) decisions or actions. Propositional confidence is informed by the observer's models of the world and their cognitive system, which may be more or less accurate-thus explaining why metacognitive judgments are inferential and sometimes diverge from task performance. Disparate findings on the neural basis of uncertainty and performance monitoring are integrated into a common framework, and a new understanding of the locus of action of metacognitive interventions is developed."
https://openalex.org/W4386501849,https://doi.org/10.48550/arxiv.2309.01219,Siren's Song in the AI Ocean: A Survey on Hallucination in Large Language Models,2023,2023-09-03,preprint,"Yue Zhang; Yafu Li; Leyang Cui; Deng Cai; Lemao Liu; Tingchen Fu; Xinting Huang; Enbo Zhao; Yu Zhang; Xu, Chen; Yulong Chen; Longyue Wang",arXiv (Cornell University),http://arxiv.org/abs/2309.01219,https://arxiv.org/pdf/2309.01219,True,244,agent-retrieval,"While large language models (LLMs) have demonstrated remarkable capabilities across a range of downstream tasks, a significant concern revolves around their propensity to exhibit hallucinations: LLMs occasionally generate content that diverges from the user input, contradicts previously generated context, or misaligns with established world knowledge. This phenomenon poses a substantial challenge to the reliability of LLMs in real-world scenarios. In this paper, we survey recent efforts on the detection, explanation, and mitigation of hallucination, with an emphasis on the unique challenges posed by LLMs. We present taxonomies of the LLM hallucination phenomena and evaluation benchmarks, analyze existing approaches aiming at mitigating LLM hallucination, and discuss potential directions for future research."
https://openalex.org/W4389523765,https://doi.org/10.18653/v1/2023.emnlp-main.923,Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,2023,2023-01-01,conference-paper,Weiwei Sun; Lingyong Yan; Xinyu Ma; Shuaiqiang Wang; Pengjie Ren; Zhumin Chen; Dawei Yin; Zhaochun Ren,,https://doi.org/10.18653/v1/2023.emnlp-main.923,https://aclanthology.org/2023.emnlp-main.923.pdf,True,225,memory-evaluation,"Large Language Models (LLMs) have demonstrated remarkable zero-shot generalization across various language-related tasks, including search engines. However, existing work utilizes the generative ability of LLMs for Information Retrieval (IR) rather than direct passage ranking. The discrepancy between the pretraining objectives of LLMs and the ranking objective poses another challenge. In this paper, we first investigate generative LLMs such as ChatGPT and GPT-4 for relevance ranking in IR. Surprisingly, our experiments reveal that properly instructed LLMs can deliver competitive, even superior results to state-of-the-art supervised methods on popular IR benchmarks. Furthermore, to address concerns about data contamination of LLMs, we collect a new test set called NovelEval, based on the latest knowledge and aiming to verify the model's ability to rank unknown knowledge. Finally, to improve efficiency in real-world applications, we delve into the potential for distilling the ranking capabilities of ChatGPT into small specialized models using a permutation distillation scheme. Our evaluation results turn out that a distilled 440M model outperforms a 3B supervised model on the BEIR benchmark. The code to reproduce our results is available at"
https://openalex.org/W4382502832,https://doi.org/10.1152/physrev.00039.2022,Mechanisms of mechanical overload-induced skeletal muscle hypertrophy: current understanding and future directions,2023,2023-06-29,article,Michael D. Roberts; John J. McCarthy; Troy A. Hornberger; Stuart M. Phillips; Abigail L. Mackey; Gustavo A. Nader; Marni D. Boppart; Andreas N. Kavazis; Paul T. Reidy; Riki Ogasawara; Cleiton Augusto Libardi; Carlos Ugrinowitsch,Physiological Reviews,https://doi.org/10.1152/physrev.00039.2022,,True,210,skeletal-muscle-memory,"Mechanisms underlying mechanical overload-induced skeletal muscle hypertrophy have been extensively researched since the landmark report by Morpurgo (1897) of ""work-induced hypertrophy"" in dogs that were treadmill trained. Much of the preclinical rodent and human resistance training research to date supports that involved mechanisms include enhanced mammalian/mechanistic target of rapamycin complex 1 (mTORC1) signaling, an expansion in translational capacity through ribosome biogenesis, increased satellite cell abundance and myonuclear accretion, and postexercise elevations in muscle protein synthesis rates. However, several lines of past and emerging evidence suggest that additional mechanisms that feed into or are independent of these processes are also involved. This review first provides a historical account of how mechanistic research into skeletal muscle hypertrophy has progressed. A comprehensive list of mechanisms associated with skeletal muscle hypertrophy is then outlined, and areas of disagreement involving these mechanisms are presented. Finally, future research directions involving many of the discussed mechanisms are proposed."
https://openalex.org/W4378373082,https://doi.org/10.1016/j.heliyon.2023.e16692,"Past, present and future trends in the remediation of heavy-metal contaminated soil - Remediation techniques applied in real soil-contamination events",2023,2023-05-26,article,Iván Sánchez‐Castro; Lázaro Molina; Ángeles Prieto-Fernández; Ana Segura,Heliyon,https://doi.org/10.1016/j.heliyon.2023.e16692,http://www.cell.com/article/S2405844023038999/pdf,True,199,memory-utility,"Most worldwide policy frameworks, including the United Nations Sustainable Development Goals, highlight soil as a key non-renewable natural resource which should be rigorously preserved to achieve long-term global sustainability. Although some soil is naturally enriched with heavy metals (HMs), a series of anthropogenic activities are known to contribute to their redistribution, which may entail potentially harmful environmental and/or human health effects if certain concentrations are exceeded. If this occurs, the implementation of rehabilitation strategies is highly recommended. Although there are many publications dealing with the elimination of HMs using different methodologies, most of those works have been done in laboratories and there are not many comprehensive reviews about the results obtained under field conditions. Throughout this review, we examine the different methodologies that have been used in real scenarios and, based on representative case studies, we present the evolution and outcomes of the remediation strategies applied in real soil-contamination events where legacies of past metal mining activities or mine spills have posed a serious threat for soil conservation. So far, the best efficiencies at field-scale have been reported when using combined strategies such as physical containment and assisted-phytoremediation. We have also introduced the emerging problem of the heavy metal contamination of agricultural soils and the different strategies implemented to tackle this problem. Although remediation techniques used in real scenarios have not changed much in the last decades, there are also encouraging facts for the advances in this field. Thus, a growing number of mining companies publicise in their webpages their soil remediation strategies and efforts; moreover, the number of scientific publications about innovative highly-efficient and environmental-friendly methods is also increasing. In any case, better cooperation between scientists and other soil-related stakeholders is still required to improve remediation performance."
https://openalex.org/W4323925083,https://doi.org/10.1038/s41392-023-01377-9,Activation of immune signals during organ transplantation,2023,2023-03-11,article,Qingwen Li; Peixiang Lan,Signal Transduction and Targeted Therapy,https://doi.org/10.1038/s41392-023-01377-9,https://www.nature.com/articles/s41392-023-01377-9.pdf,True,164,prokaryotic-memory,"The activation of host's innate and adaptive immune systems can lead to acute and chronic graft rejection, which seriously impacts graft survival. Thus, it is particularly significant to clarify the immune signals, which are critical to the initiation and maintenance of rejection generated after transplantation. The initiation of response to graft is dependent on sensing of danger and stranger molecules. The ischemia and reperfusion of grafts lead to cell stress or death, followed by releasing a variety of damage-associated molecular patterns (DAMPs), which are recognized by pattern recognition receptors (PRRs) of host immune cells to activate intracellular immune signals and induce sterile inflammation. In addition to DAMPs, the graft exposed to 'non-self' antigens (stranger molecules) are recognized by the host immune system, stimulating a more intense immune response and further aggravating the graft damage. The polymorphism of MHC genes between different individuals is the key for host or donor immune cells to identify heterologous 'non-self' components in allogeneic and xenogeneic organ transplantation. The recognition of 'non-self' antigen by immune cells mediates the activation of immune signals between donor and host, resulting in adaptive memory immunity and innate trained immunity to the graft, which poses a challenge to the long-term survival of the graft. This review focuses on innate and adaptive immune cells receptor recognition of damage-associated molecular patterns, alloantigens and xenoantigens, which is described as danger model and stranger model. In this review, we also discuss the innate trained immunity in organ transplantation."
https://openalex.org/W4382344442,https://doi.org/10.1038/s41380-023-02137-5,"Engram neurons: Encoding, consolidation, retrieval, and forgetting of memory",2023,2023-06-28,article,Axel Guskjolen; Mark S. Cembrowski,Molecular Psychiatry,https://doi.org/10.1038/s41380-023-02137-5,https://www.nature.com/articles/s41380-023-02137-5.pdf,True,143,human-forgetting,"Tremendous strides have been made in our understanding of the neurobiological substrates of memory - the so-called memory ""engram"". Here, we integrate recent progress in the engram field to illustrate how engram neurons transform across the ""lifespan"" of a memory - from initial memory encoding, to consolidation and retrieval, and ultimately to forgetting. To do so, we first describe how cell-intrinsic properties shape the initial emergence of the engram at memory encoding. Second, we highlight how these encoding neurons preferentially participate in synaptic- and systems-level consolidation of memory. Third, we describe how these changes during encoding and consolidation guide neural reactivation during retrieval, and facilitate memory recall. Fourth, we describe neurobiological mechanisms of forgetting, and how these mechanisms can counteract engram properties established during memory encoding, consolidation, and retrieval. Motivated by recent experimental results across these four sections, we conclude by proposing some conceptual extensions to the traditional view of the engram, including broadening the view of cell-type participation within engrams and across memory stages. In collection, our review synthesizes general principles of the engram across memory stages, and describes future avenues to further understand the dynamic engram."
https://openalex.org/W4387929411,https://doi.org/10.48550/arxiv.2310.14735,Unleashing the potential of prompt engineering for large language models,2023,2023-10-23,preprint,B.‐C. CHEN; Zhaofeng Zhang; Nicolas Langrené; Shengxin Zhu,arXiv (Cornell University),http://arxiv.org/abs/2310.14735,https://arxiv.org/pdf/2310.14735,True,138,memory-safety,"This comprehensive review delves into the pivotal role of prompt engineering in unleashing the capabilities of Large Language Models (LLMs). The development of Artificial Intelligence (AI), from its inception in the 1950s to the emergence of advanced neural networks and deep learning architectures, has made a breakthrough in LLMs, with models such as GPT-4o and Claude-3, and in Vision-Language Models (VLMs), with models such as CLIP and ALIGN. Prompt engineering is the process of structuring inputs, which has emerged as a crucial technique to maximize the utility and accuracy of these models. This paper explores both foundational and advanced methodologies of prompt engineering, including techniques such as self-consistency, chain-of-thought, and generated knowledge, which significantly enhance model performance. Additionally, it examines the prompt method of VLMs through innovative approaches such as Context Optimization (CoOp), Conditional Context Optimization (CoCoOp), and Multimodal Prompt Learning (MaPLe). Critical to this discussion is the aspect of AI security, particularly adversarial attacks that exploit vulnerabilities in prompt engineering. Strategies to mitigate these risks and enhance model robustness are thoroughly reviewed. The evaluation of prompt methods is also addressed through both subjective and objective metrics, ensuring a robust analysis of their efficacy. This review also reflects the essential role of prompt engineering in advancing AI capabilities, providing a structured framework for future research and application."
https://openalex.org/W4389519488,https://doi.org/10.18653/v1/2023.emnlp-main.814,Character-LLM: A Trainable Agent for Role-Playing,2023,2023-01-01,conference-paper,Yunfan Shao; Linyang Li; Junqi Dai; Xipeng Qiu,,https://doi.org/10.18653/v1/2023.emnlp-main.814,https://aclanthology.org/2023.emnlp-main.814.pdf,True,119,agent-learning,"Large language models (LLMs) can be used to serve as agents to simulate human behaviors, given the powerful ability to understand human instructions and provide high-quality generated texts. Such ability stimulates us to wonder whether LLMs can simulate a person in a higher form than simple human behaviors. Therefore, we aim to train an agent with the profile, experience, and emotional states of a specific person instead of using limited prompts to instruct ChatGPT API. In this work, we introduce Character-LLM that teach LLMs to act as specific people such as Beethoven, Queen Cleopatra, Julius Caesar, etc. Our method focuses on editing profiles as experiences of a certain character and training models to be personal simulacra with these experiences. To assess the effectiveness of our approach, we build a test playground that interviews trained agents and evaluates whether the agents memorize their characters and experiences. Experimental results show interesting observations that help build future simulacra of humankind."
https://openalex.org/W4382656966,https://doi.org/10.1007/s40593-023-00340-7,GPT-3-Driven Pedagogical Agents to Train Children’s Curious Question-Asking Skills,2023,2023-06-30,article,Rania Abdelghani; Yen-Hsiang Wang; Xingdi Yuan; Tong Wang; Pauline Lucas; Hélène Sauzeon; Pierre-Yves Oudeyer,International Journal of Artificial Intelligence in Education,https://doi.org/10.1007/s40593-023-00340-7,,True,116,agent-learning,
https://openalex.org/W4386184788,https://doi.org/10.48550/arxiv.2308.11432,A Survey on Large Language Model based Autonomous Agents,2023,2023-08-22,preprint,Lei Wang; Chen Ma; Xueyang Feng; Zeyu Zhang; Hao Yang; Jingsen Zhang; Zhiyuan Chen; Jiakai Tang; Xu Chen; Yankai Lin; Wayne Xin Zhao; Zhewei Wei,arXiv (Cornell University),http://arxiv.org/abs/2308.11432,https://arxiv.org/pdf/2308.11432,True,115,agent-learning,"Autonomous agents have long been a prominent research focus in both academic and industry communities. Previous research in this field often focuses on training agents with limited knowledge within isolated environments, which diverges significantly from human learning processes, and thus makes the agents hard to achieve human-like decisions. Recently, through the acquisition of vast amounts of web knowledge, large language models (LLMs) have demonstrated remarkable potential in achieving human-level intelligence. This has sparked an upsurge in studies investigating LLM-based autonomous agents. In this paper, we present a comprehensive survey of these studies, delivering a systematic review of the field of LLM-based autonomous agents from a holistic perspective. More specifically, we first discuss the construction of LLM-based autonomous agents, for which we propose a unified framework that encompasses a majority of the previous work. Then, we present a comprehensive overview of the diverse applications of LLM-based autonomous agents in the fields of social science, natural science, and engineering. Finally, we delve into the evaluation strategies commonly used for LLM-based autonomous agents. Based on the previous studies, we also present several challenges and future directions in this field. To keep track of this field and continuously update our survey, we maintain a repository of relevant references at https://github.com/Paitesanshi/LLM-Agent-Survey."
https://openalex.org/W4388725733,https://doi.org/10.36227/techrxiv.23589741.v4,"Large Language Models: A Comprehensive Survey of its Applications, Challenges, Limitations, and Future Prospects",2023,2023-11-15,preprint,Muhammad Usman Hadi; qasem al tashi; Rizwan Qureshi; Abbas Shah; Amgad Muneer; Muhammad Irfan; Anas Zafar; Muhammad Bilal Shaikh; Naveed Akhtar; Syed Zohaib Hassan; Maged Shoman; Jia Wu,,https://doi.org/10.36227/techrxiv.23589741.v4,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.23589741.v4,True,107,memory-utility,"Within the vast expanse of computerized language processing, a revolutionary entity known as Large Language Models (LLMs) has emerged, wielding immense power in its capacity to comprehend intricate linguistic patterns and conjure coherent and contextually fitting responses. Large language models (LLMs) are a type of artificial intelligence (AI) that have emerged as powerful tools for a wide range of tasks, including natural language processing (NLP), machine translation, and question-answering. This survey paper provides a comprehensive overview of LLMs, including their history, architecture, training methods, applications, and challenges. The paper begins by discussing the fundamental concepts of generative AI and the architecture of generative pre- trained transformers (GPT). It then provides an overview of the history of LLMs, their evolution over time, and the different training methods that have been used to train them. The paper then discusses the wide range of applications of LLMs, including medical, education, finance, and engineering. It also discusses how LLMs are shaping the future of AI and how they can be used to solve real-world problems. The paper then discusses the challenges associated with deploying LLMs in real-world scenarios, including ethical considerations, model biases, interpretability, and computational resource requirements. It also highlights techniques for enhancing the robustness and controllability of LLMs, and addressing bias, fairness, and generation quality issues. Finally, the paper concludes by highlighting the future of LLM research and the challenges that need to be addressed in order to make LLMs more reliable and useful. This survey paper is intended to provide researchers, practitioners, and enthusiasts with a comprehensive understanding of LLMs, their evolution, applications, and challenges. By consolidating the state-of-the-art knowledge in the field, this survey serves as a valuable resource for further advancements in the development and utilization of LLMs for a wide range of real-world applications. The GitHub repo for this project is available at https://github.com/anas-zafar/LLM-Survey"
https://openalex.org/W4380993239,https://doi.org/10.48550/arxiv.2306.08302,Unifying Large Language Models and Knowledge Graphs: A Roadmap,2023,2023-06-14,preprint,Shirui Pan; Linhao Luo; Yufei Wang; Chen Chen; Jiapu Wang; Xindong Wu,arXiv (Cornell University),http://arxiv.org/abs/2306.08302,https://arxiv.org/pdf/2306.08302,True,101,agent-retrieval,"Large language models (LLMs), such as ChatGPT and GPT4, are making new waves in the field of natural language processing and artificial intelligence, due to their emergent ability and generalizability. However, LLMs are black-box models, which often fall short of capturing and accessing factual knowledge. In contrast, Knowledge Graphs (KGs), Wikipedia and Huapu for example, are structured knowledge models that explicitly store rich factual knowledge. KGs can enhance LLMs by providing external knowledge for inference and interpretability. Meanwhile, KGs are difficult to construct and evolving by nature, which challenges the existing methods in KGs to generate new facts and represent unseen knowledge. Therefore, it is complementary to unify LLMs and KGs together and simultaneously leverage their advantages. In this article, we present a forward-looking roadmap for the unification of LLMs and KGs. Our roadmap consists of three general frameworks, namely, 1) KG-enhanced LLMs, which incorporate KGs during the pre-training and inference phases of LLMs, or for the purpose of enhancing understanding of the knowledge learned by LLMs; 2) LLM-augmented KGs, that leverage LLMs for different KG tasks such as embedding, completion, construction, graph-to-text generation, and question answering; and 3) Synergized LLMs + KGs, in which LLMs and KGs play equal roles and work in a mutually beneficial way to enhance both LLMs and KGs for bidirectional reasoning driven by both data and knowledge. We review and summarize existing efforts within these three frameworks in our roadmap and pinpoint their future research directions."
